ID	prime_sample	label
QT30_120	'it is legitimate to think about the future', 'I would hate it if because of that we lost sight of the present and didn't take the opportunity to make that protocol work as effectively as it can'	non-contradiction
QT30_363	'We were sincerely hoping that the UK government would invest the billion pounds that had been promised', 'instead that money is going to projects in England'	non-contradiction
US2016_59	"'I would ""take a back seat to no one when it comes to progressive values""', 'Last month in Ohio, you said you plead guilty to, quote, ""being kind of moderate and center.""'"	contradiction
QT30_550	'I'm not trying to pigeon-hole you here', 'in a sense you are the obvious person'	contradiction
QT30_373	'animal agriculture is the second biggest cause of climate change, before transport', 'has the UK government ignored it'	non-contradiction
QT30_64	'people should wear face coverings on public transport', 'a lot of people are still not doing it'	non-contradiction
US2016_24	'only ISIS is responsible for the terrorism', 'Only ISIS is responsible for the depravity'	non-contradiction
QT30_412	'We expect a certain amount of moral standing with politicians in one sense', ' in another, we don't'	non-contradiction
QT30_369	'the Conservative Party is investing and does care about the North East of Scotland', 'the Scottish National Party Government in Edinburgh'	non-contradiction
QT30_278	'It is not a broken link', 'it is a dramatically suppressed link'	contradiction
QT30_392	'I haven't been able to get to see either Kevin Foster or Priti Patel in the Home Office', 'it doesn't end there'	non-contradiction
QT30_533	'if we are to follow the data', 'not the dates'	non-contradiction
QT30_165	'at the very heart of your policies', 'do you really want to spend five years of that nine years arguing about independence'	non-contradiction
QT30_83	'there's a least of the two evils, if you will', 'this is totally different this time'	non-contradiction
QT30_286	'When he's interviewed he's asked about his clothes, ties, glasses', 'are not relevant to politics'	non-contradiction
QT30_118	'I think we are working together in the executive', 'as a five-party coalition there will be bumps along the way'	contradiction
