ID	prime_sample	label
QT50_139	'what's going to happen in the short-term', 'it's a good long-term energy strategy in some ways'	non-contradiction
QT30_375	'don't dehumanise to the lengths that some might', 'every politicians does have family scrutinised, criticised, hold politicians accountable, do all of that, that's a life bud of our democracy'	non-contradiction
QT50_309	'You need to follow through to get the ball over the net', 'the ball will go into the net'	non-contradiction
QT30_236	'we're still in the middle of a raging global pandemic', 'We all want our lives and livelihoods back'	self-contradiction
QT50_085	'it is not all the people in Russia', 'whatever else we do, we should not be giving them and him an easy ride'	non-contradiction
QT30_483	'the public of both countries would like both leaders to be grown up', 'It is childish'	self-contradiction
QT50_304	'That was uncosted', '£400 billion'	self-contradiction
QT50_513	'they're sometimes not implemented at exactly the time that is suggested', 'pay review results are usually implemented'	self-contradiction
QT50_429	'it’s not a care quality issue', 'that means it’s a resources issue'	non-contradiction
QT30_372	'there's only one thing that I kind of sigh about when it comes to the Scottish Government as it is', 'I would be so proud for there to be an independent Scotland'	non-contradiction
QT50_089	'the EU is sanctioning them', 'We have this absurd situation now where Boris Johnson said he's leading the world in targeting these people'	self-contradiction
QT30_229	'it is just not going to happen', 'You're spending 50 per child'	non-contradiction
QT50_273	'three weeks ago, they were voting to keep Boris in', 'a lot of the people are standing now for this candidate leadership'	non-contradiction
QT30_045	'it’s absolutely horrifying that we can’t provide more', 'it’s absolutely delightful to see them all'	self-contradiction
QT30_297	'the idea of a passport is ethically unacceptable', 'I work in healthcare and I encourage every patient I meet to get their COVID vaccine'	non-contradiction
QT50_113	'in some areas the tide is turning somewha', 'not only have they been able to resist it'	non-contradiction
QT50_372	'rather than seeking more powers and divide the country all over again', 'To do all the things we could do right now'	non-contradiction
QT50_178	'the government is deciding to side with the oil and gas companies rather than those pensioners who are struggling to heat their homes', 'political choices are difficult, Damian'	non-contradiction
QT50_191	'So why was the decision made?', 'you do not make the decision'	self-contradiction
QT50_663	'there is so much more to be done', 'that is a real achievement'	self-contradiction
QT50_681	'We have an inequality crisis', 'we talk about a cost of living crisis here'	self-contradiction
QT30_018	'It seems to me to be infantilising of Government ministers to try to pretend that could be the case', 'you treat people like adults'	self-contradiction
QT50_576	'it is important to recognise this is one of the most consulted on pieces of legislation in history, Scottish history', 'we spoke about the review earlier on'	non-contradiction
QT30_279	'It is not entirely an unknown', 'That's an unknown'	non-contradiction
QT30_020	'we have a chance through democracy, to break free, and progress', 'we need to be honest, face up to it, and accept the fact that we are as much prisoners of our history, as anything else'	self-contradiction
QT30_528	'I would love to see more from him on Black Lives Matter', 'Keir Starmer, yes, please'	non-contradiction
QT50_582	'It just doesn't feel like the caring and compassionate response I would want from, you know, the country I live in at the moment', 'some of the policies that I think have been announced this week around stopping illegal immigrants from opening bank accounts, and housing people potentially in disused army barracks, going forward'	self-contradiction
QT30_096	'but there’s a long way to go', 'Hope and help is here'	non-contradiction
QT50_519	'you failed', 'You could have led by example, by actually negotiating, and giving nurses what they wanted in Wales'	non-contradiction
QT30_308	'They're not working with tools in factories any more', 'It is the idea that the workers are going to put down the tools in the factory'	self-contradiction
QT30_444	'I don't think it's fair to say that any rational person thinks that we should just adopt their policies overnight', 'we might applaud their end goal'	self-contradiction
QT30_381	'It struck me to deliver a speech in that fashion on the very day that Universal Credit was coming to an end for a lot of people', 'Boris Johnson did what Boris Johnson does'	non-contradiction
