ID	prime_sample	label
QT30_399	'it is a lot of people now don't want to cut up meat', 'maybe it is the conditions'	non-contradiction
QT30_295	'Jeremy King does not want to force anybody to have a vaccine', 'Jeremy King would love to see the passports used'	self-contradiction
QT50_383	'we shouldn't hate anyone', 'in the first debate I threw away a flippant line where I said let's agree in the outset that we love Scotland, hate the Tories'	self-contradiction
QT50_025	'Thangham Debonnaire can't wait to see Yvette Cooper go against Priti Patel in the despatch box', 'Yvette is obviously a loss to the home affairs economy'	non-contradiction
QT30_298	'we also need to see the balance that Nigel's referred to', 'the reality is the UK are going to vaccinate our population'	non-contradiction
QT50_649	'the barracks will house something like 5,000 people', 'in terms of being credible, you've got 166,000 odd people waiting to have their asylum claim processed'	self-contradiction
US2016_058	'RUBIO can't justify ending a life just because it begins violently, through no fault of the baby', 'RUBIO favor's a rape and incest exception to abortion bans'	self-contradiction
QT50_504	'we've not spent the debate talking about care for patients', 'we’ve spent the debate talking about healthcare while we were talking about pay for nurses'	non-contradiction
QT30_526	'there is a Covid pandemic', 'does Lisa Nandy mean starve them out'	non-contradiction
QT30_342	'that is the sort of things people need to do', 'it is not sexy talking about insulating your loft'	non-contradiction
US2016_020	'defunding planned parenthood is not a huge game changer', 'A lot of people are talking about defunding planned parenthood'	self-contradiction
QT50_453	'NHS staff would like to retire early', 'NHS staff going above and beyond has never been more the case than at the moment where you just have exhausted staff from the pandemic, traumatised staff from the pandemic, who are still turning up'	self-contradiction
QT50_228	'statecraft, diligence, and graft are what Boris Johnson and his government have shown they cannot deliver', 'the way forward is going to be statecraft, diligence, and graft'	self-contradiction
QT30_169	'being out of the EU is also one of the routes that we can have back to prosperity, a more equal and just country', 'we're being dragged out of the EU against our will'	self-contradiction
QT50_468	'China is the world’s largest emitter of greenhouse gases', 'Xi Jinping of China is not attending COP27'	non-contradiction
QT30_003	'the app sounded as if it was the next big thing', 'the tracing app seems to be having a few teething problems'	self-contradiction
QT30_226	'when you travel across the world most people are pretty similar in terms of what they want out of their lives', 'we get caught up on religion and beliefs and skin colour and our differences'	self-contradiction
QT50_367	'the fact is more people voted for union-supporting parties and nationalist parties', 'the Deputy First Minister was saying that at the 2021 Scottish election, the SNP did the best'	non-contradiction
QT50_176	'we have so much more homelessness in this country than we did 12 years ago', 'the government have the ability to make lives better'	self-contradiction
QT30_466	'we have to trust that our carers and our health system  are making the decisions in the best interests of people in their care', 'having people in care and not being able to see them is difficult'	self-contradiction
QT50_314	'23rd November is too late', 'now we have to wait until 23rd November'	self-contradiction
QT30_175	'this is a problem that Lorna Slater has with the SNP approach of setting targets and putting their hopes in things like carbon capture', 'we need to actually be practical about our obligations under the Paris Agreement'	self-contradiction
QT50_271	'we will lose that link along the estuary if it rains again', 'we have been promised things time and time again about better transport link'	self-contradiction
QT50_266	'Boris Johnson has led us out of that and followed the will of the people in the country, got through that, and got us Brexit, and dealt with covid', 'AudienceMember 20220721QT06 wouldn't defend that Boris Johnson isn't a liar'	self-contradiction
QT30_390	'we haven't got this over the line', 'Minette Batters believes Steve Barkley who is charged with saving Christmas yet again is doing everything he can'	non-contradiction
QT30_268	'it is going to be a tiny, tiny proportion of food that's going to be coming for Australia', 'the largest farm in Australia is something like the size of the state of Israel'	self-contradiction
QT30_012	'but you have problems with self-isolating at home', 'you are told to self-isolate at home for two weeks'	self-contradiction
QT50_610	'the reality is that all countries in the western world are facing economic challenges at the moment', 'the IMF forecast the UK to be the only G7 economy that’s going to shrink this year'	self-contradiction
QT50_195	'Damian Green would pick up on Charlotte's point about who makes the decision', 'Wilfred Emmanuel-Jones makes a really interesting point'	non-contradiction
QT50_071	'assurances are not crystal clear', 'assurances need to be binding'	self-contradiction
QT50_534	'Rishi Sunak is not saying that the NHS is in crisis', 'many people have asked Rishi Sunak, to try and get him to say that the NHS is in crisis'	non-contradiction
QT50_556	'the royals have been turned into this kind of hideous cartel where they're feeding each other to the wolves in order to advance their own interests', 'the royals being able to be a family'	self-contradiction
