ID	prime_sample	label
QT30_375	'don't dehumanise to the lengths that some might', 'every politicians does have family scrutinised, criticised, hold politicians accountable, do all of that, that's a life bud of our democracy'	non-contradiction
QT50_137	'you haven't', 'I was thinking that maybe you'd come up with something'	self-contradiction
QT50_329	'I was down in Ebbsfleet where there is 15,000', 'We need to unlock the building that's around'	self-contradiction
US2016_031	'Sure does', 'Does he understand that screaming at a woman in front of 100 million people makes him look like a fucking asshole'	self-contradiction
QT30_002	'but I can see the psychological damage that potentially is happening to a whole generation of children.', 'I don't work in education,'	non-contradiction
QT30_070	'all the businesses in the supply chain won’t get funding, the businesses impacted won’t get funding', 'in the rest of the UK if you’re obliged by law to close you’ll get a grant'	self-contradiction
QT50_543	'You can't guarantee on a normal day that you will get an ambulance when you need it', 'we're in the ludicrous position at the moment where Conservative ministers are talking about introducing minimum standards during strikes'	non-contradiction
QT50_221	'It also presents us with opportunities', 'That was in order that Northern Ireland would be as insulated from the difficulties that Brexit was going to create in terms of trade friction'	self-contradiction
QT50_325	'you're going to be paying more in other costs as well', 'any money you're saving in energy'	non-contradiction
QT30_022	'This is not true', 'a force for good only in the world'	self-contradiction
QT30_485	'It isn't really a shock to me', 'Yes, that is a shock'	self-contradiction
QT30_142	'people have no idea what's going on here', 'in my native land, you can talk about anybody'	non-contradiction
QT30_325	'There's plenty more to be done, clearly', 'I'm optimistic'	non-contradiction
QT30_348	'the emerging markets are asking for an annual review', 'we agreed on a review of that now every two years'	self-contradiction
QT50_415	'we don’t have 40', 'did you just say we have 40 new hospitals'	self-contradiction
QT30_472	'Don't pause it', 'The Home Office said they're on a pause'	self-contradiction
