ID	prime_sample	label
QT30_378	'I don't think there is any politician, I can't think of any, who haven't had to face threatening behaviour, who haven't been subject to intimidating threats', 'the challenge for all of us is that the worst atrocities start somewhere'	non-contradiction
QT30_311	'I have to give the money back now because I earn too much', 'I don't earn too much'	contradiction
US2016_18	'I am proud that , along with Senator Barbara Boxer , a few years ago , we introduced the first piece of climate change legislation which called for a tax on carbon', 'nothing is gonna happen unless we are prepared to deal with campaign finance reform'	contradiction
QT30_321	'He was being paid for that', 'You don't need to be paid in order to be a whistle-blower'	contradiction
QT30_125	'people in Scotland are not simply just going to say oh well, we voted for it but they said no, so let's move on', 'They're going to get angry about the fact that they are being denied the thing they voted for'	non-contradiction
QT30_238	'I'm sure you're right and very well informed', 'we don't know who to trust'	non-contradiction
QT30_218	' there may not have been a variant of concern', 'we know that the coronavirus mutates when it's in high circulation'	contradiction
QT30_232	'He is talking about £310 per pupil', 'in the Netherlands it is 200'	contradiction
QT30_24	'Until Sunday you could come from Iran or Brazil, the two highest hotbeds of the disease, with impunity', ' the two highest hotbeds of the disease'	non-contradiction
US2016_45	'That's ridiculous', 'No'	non-contradiction
US2016_23	'A lot of people are talking about defunding planned parenthood', 'as if that 's a huge game changer'	contradiction
QT30_493	'we didn't understand what we were signing', 'I didn't say that'	non-contradiction
QT30_532	'therefore I can well understand, Robert, why you are fighting shy of a full public inquiry', 'a full public inquiry there should be'	non-contradiction
QT30_500	'I understand why', 'I do think it is starting to reduce the effect it had in the first place'	non-contradiction
QT30_504	'many of those people who get the virus today, tomorrow, next week even if they don't end up in hospital', 'some of them will'	non-contradiction
QT30_60	'we should always aspire to move further and faster', 'we must never deny the progress that we've made'	contradiction
QT30_101	'We can offer more help, we want to see that', 'we're borrowing £400 billion this year -- in a single year'	non-contradiction
QT30_369	'the Conservative Party is investing and does care about the North East of Scotland', 'the Scottish National Party Government in Edinburgh'	non-contradiction
US2016_55	'You were against same-sex marriage', 'Now you're for it'	contradiction
QT30_518	'we have slipped into the notion that food banks are part of the landscape now', 'that's a good idea'	non-contradiction
QT30_30	'he was shaking hands with the staff', ' he wasn't'	contradiction
US2016_42	'I will let you respond', 'I just want to get the answer here'	non-contradiction
QT30_475	'I've tabled a number of urgent questions to drag the Foreign Secretary to the House of Commons in order to answer questions about this', 'they've never been granted'	non-contradiction
QT30_417	'we are stock building now for Christmas', 'our deliveries are going down at exactly the wrong time when they need to go up'	contradiction
QT30_511	'they are buying into the idea that's what Britain looks like', 'we know on a day-to-day basis unfortunately for many people it doesn't'	non-contradiction
US2016_68	'Nobody proposes common sense gun solutions', 'It is not a solution for any of our problems'	contradiction
US2016_13	'not the faux libertarians like Rand', 'Rand is the closest we have to a libertarian since Ron Paul or Gary Johnson'	contradiction
QT30_252	'at any minute she is going to be evicted', 'That is criminal'	non-contradiction
QT30_113	'Firstly, it was negotiated in order to avoid a border on the island of Ireland', 'secondly it contains the principle it should have a minimal impact on the every day lives of communities in Northern Ireland'	non-contradiction
QT30_74	'It's all very well the Labour party saying sorry, and Keir Starmer did give an apology on the day he was elected', 'what's important here is that we see action'	contradiction
US2016_66	'Governor Chafee, you and Hillary Clinton both voted for the Patriot Act which created the NSA surveillance program', 'You've emphasized civil liberties, privacy during your campaign'	contradiction
QT30_341	'I'm glad action is being taken', 'we need to do more'	contradiction
