ID	prime_sample	label
QT50_014	'Peter talked about the value of testing before people get on a plane', 'Labour's point is about PCR tests'	non-contradiction
QT30_378	'the challenge for all of us is that the worst atrocities start somewhere', 'I don't think there is any politician, I can't think of any, who haven't had to face threatening behaviour, who haven't been subject to intimidating threats'	non-contradiction
US2016_044	'It 's lies', 'have a good time , folks'	self-contradiction
QT50_293	'that is only going to happen in 2023', 'It looks like the loophole is going to be closed'	self-contradiction
QT30_119	'Unfortunately that is what happened now and we’re dealing with the worst time that we’ve been through the whole way through the pandemic', 'at the onset of the pandemic, when we were predicting what could be the worst scenario and explaining that to the public, and the public would rightly feel this is not going to happen again'	self-contradiction
QT50_667	'what we saw today was yet another bit of green wash', 'quite frankly a bit of leadership'	non-contradiction
QT50_313	'To do an announcement like Friday without the Office of Budget Responsibility giving an independent forecast that backs it up', 'This should have been planned'	non-contradiction
QT30_267	'any economic change is difficult', 'I do understand what you're saying'	non-contradiction
QT30_049	'Great idea; begs the question where are the teachers', 'We can open hotels, we can put up marquees and that way we can get more kids back into school'	non-contradiction
QT50_392	'as the weeks go on, we’ll see the Government start to fray', 'what we have now is someone who can at least string two sentences together and sound and look competent'	non-contradiction
QT50_306	'She sort of came in as a free-marketeer who didn't understand the markets', 'She is a free-marketeer who wants to stimulate growth'	self-contradiction
QT50_124	'is never held accountable', 'Boris seems to always apologise and always say I'm sorry'	self-contradiction
QT50_352	'you can't ignore the timing of any referendum as well', 'the responsible thing to do'	self-contradiction
QT50_633	'you’ve decided not to mention at all that books like Charlotte’s Web, right', 'how interesting that you’ve made this an issue to talk about'	non-contradiction
QT30_469	'Afghanistan had its own share of lies', 'We were always told that Afghanistan was the good war'	self-contradiction
QT30_305	'as complete amateurs, with no modelling, sticking our oar in to say what we think should happen without any idea whether that's an idea at the expense of people potentially dying', 'All that we can do in this situation is try our best to use the best knowledge that we have from the most knowledgeable people and make some sort of estimate about it'	self-contradiction
